_ID;FOURNISSEUR;FAMILLE  ;REFERENCE;DESIGNATION;MARQUE;PRIX_AU;PRIX_BASE;PRIX_NET;;;;;;;
501060;brossette;RADIATEURS SECHE SERVIETTE;593;Rio 1400/500 1411 500;ALLIANCE;un;100,83;72,02;;;;;;;
501061;brossette;RADIATEURS SECHE SERVIETTE;693;Rio 1400/600 1411 600 ;ALLIANCE;un;105,76;75,54;;;;;;;
501062;brossette;RADIATEURS SECHE SERVIETTE;874;Rio 1750/600 1727 600;ALLIANCE;un;127,71;91,22;;;;;;;
501063;brossette;RADIATEURS SECHE SERVIETTE;397;Galbéa2 800/500;ALLIANCE;un;101,39;72,42;;;;;;;
501064;brossette;RADIATEURS SECHE SERVIETTE;642;Gallbéa2 1250/500 ;ALLIANCE;un;129,08;92,20;;;;;;;
501065;brossette;RADIATEURS SECHE SERVIETTE;846;Gallbéa2 1450/600;ALLIANCE;un;140,20;100,14;;;;;;;
501066;brossette;RADIATEURS SECHE SERVIETTE;1060;Gallbéa2 1870/600;ALLIANCE;un;166,85;119,18;;;;;;;
501067;brossette;RADIATEURS SECHE SERVIETTE;1239;Gallbéa2 1870/750;ALLIANCE;un;189,00;135,00;;;;;;;
501068;brossette;RADIATEURS SECHE SERVIETTE;500;Rio 1200/500 1186 500;ALLIANCE;un;202,22;144,44;;;;;;;
501069;brossette;RADIATEURS SECHE SERVIETTE;750;Rio 1400/600 1411 600 ;ALLIANCE;un;221,00;157,86;;;;;;;
501070;brossette;RADIATEURS SECHE SERVIETTE;1000;Rio 1750/600 1727 600;ALLIANCE;un;252,11;180,08;;;;;;;
501071;brossette;RADIATEURS SECHE SERVIETTE;500;Galbéa2 800/500;ALLIANCE;un;197,95;141,39;;;;;;;
501072;brossette;RADIATEURS SECHE SERVIETTE;750;Galbéa2 1250/500;ALLIANCE;un;221,65;158,32;;;;;;;
501073;brossette;RADIATEURS SECHE SERVIETTE;900;Galbéa2 1450/600;ALLIANCE;un;241,16;172,26;;;;;;;
501074;brossette;RADIATEURS SECHE SERVIETTE;1250;Galbéa2 1870/600;ALLIANCE;un;269,23;192,31;;;;;;;
501075;brossette;RADIATEURS SECHE SERVIETTE;400;Kitélec 400 Rio 700;ALLIANCE;un;147,84;105,60;;;;;;;
501076;brossette;RADIATEURS SECHE SERVIETTE;500;Kitélec 500 Rio 1200;ALLIANCE;un;168,69;120,49;;;;;;;
501077;brossette;RADIATEURS SECHE SERVIETTE;750;Kitélec 750 Rio 1400;ALLIANCE;un;173,10;123,64;;;;;;;
501078;brossette;RADIATEURS SECHE SERVIETTE;1000;Kitélec 1000 Rio 1750;ALLIANCE;un;177,51;126,79;;;;;;;
501079;brossette;RADIATEURS SECHE SERVIETTE;400;Kitélec 400 Galbéa2 800/500;ALLIANCE;un;147,84;105,60;;;;;;;
501080;brossette;RADIATEURS SECHE SERVIETTE;750;Kitélec 750 Galbéa2 1250/500;ALLIANCE;un;173,10;123,64;;;;;;;
501081;brossette;RADIATEURS SECHE SERVIETTE;1000;Kitélec 1000 Galbéa2 1450/600;ALLIANCE;un;177,51;126,79;;;;;;;
501082;brossette;RADIATEURS SECHE SERVIETTE;1000;Kitélec 1000 Galbéa2 1450/600;ALLIANCE;un;177,51;126,79;;;;;;;
501083;brossette;RADIATEURS SECHE SERVIETTE;1500;Kitélec 1500 Galbéa2 1870/750;ALLIANCE;un;186,33;133,09;;;;;;;
501084;brossette;ROBINETTERIE RADIATEURS;;Robinet simple réglage R 5 TG équerre 12 * 17;GIACOMINI;un;0,00;;;;;;;;
501085;brossette;ROBINETTERIE RADIATEURS;;Robinet simple réglage R 5 TG équerre 15 * 22;GIACOMINI;un;0,00;;;;;;;;
501086;brossette;ROBINETTERIE RADIATEURS;;Corps thermostatisable R 421 TG équerre 12 * 17;GIACOMINI;un;0,00;;;;;;;;
501087;brossette;ROBINETTERIE RADIATEURS;;Corps thermostatisable R 421 TG équerre 15 * 21;GIACOMINI;un;0,00;;;;;;;;
501088;brossette;ROBINETTERIE RADIATEURS;;Corps thermostatisable R 435 TG Eq inversé 15 * 21;GIACOMINI;un;0,00;;;;;;;;
501089;brossette;ROBINETTERIE RADIATEURS;;Coude de réglage R 14 TG 15 * 21;GIACOMINI;un;0,00;;;;;;;;
501090;brossette;ROBINETTERIE RADIATEURS;;Té de réglage R 15 TG 15 * 21;GIACOMINI;un;0,00;;;;;;;;
501091;brossette;ROBINETTERIE RADIATEURS;;Corps thermostatisable équerre R 431 TG 15 * 21 - 16;GIACOMINI;un;0,00;;;;;;;;
501092;brossette;ROBINETTERIE RADIATEURS;;Corps thermostatisable droit R 432 TG 15 * 21 - 16;GIACOMINI;un;0,00;;;;;;;;
501093;brossette;ROBINETTERIE RADIATEURS;;Corps thermostatisable équerre inversé R 435 TG 15 * 21 - 16;GIACOMINI;un;0,00;;;;;;;;
501094;brossette;ROBINETTERIE RADIATEURS;;Tête thermostatique à bulbe à soufflet R 470 Clip Clap;GIACOMINI;un;0,00;;;;;;;;
501095;brossette;ROBINETTERIE RADIATEURS;;Coude de réglage R 29 TG 15 * 21 - 16;GIACOMINI;un;0,00;;;;;;;;
501096;brossette;ROBINETTERIE RADIATEURS;;Té de réglage R 31 TG 15 * 21 - 16;GIACOMINI;un;0,00;;;;;;;;
501097;brossette;ROBINETTERIE RADIATEURS;;Racc à compression R 179 - 16 PER 12/10;GIACOMINI;un;0,00;;;;;;;;
501098;brossette;ROBINETTERIE RADIATEURS;;Racc à compression R 179 - 16 PER 16/13;GIACOMINI;un;0,00;;;;;;;;
501099;brossette;ROBINETTERIE RADIATEURS;;Robinet monotuble à 4 voies thermostatisable R 436 TG;GIACOMINI;un;0,00;;;;;;;;
501100;brossette;ROBINETTERIE RADIATEURS;;Robinet bitube à 4 voies thermostatisables R 438 TG;GIACOMINI;un;0,00;;;;;;;;
501101;brossette;ROBINETTERIE RADIATEURS;;Adaptateur R 178 16 * 16 cuivre;GIACOMINI;un;0,00;;;;;;;;
501102;brossette;ROBINETTERIE RADIATEURS;;Canne R 194 chromé diam 16 longueur 1.00m;GIACOMINI;un;0,00;;;;;;;;
501103;brossette;ROBINETTERIE RADIATEURS;;Bulbe incorporé;COMAP;un;19,78;14,13;;;;;;;
501104;brossette;ROBINETTERIE RADIATEURS;;Corps thermostatique 808 éq 12 * 17;COMAP;un;13,30;9,50;;;;;;;
501105;brossette;ROBINETTERIE RADIATEURS;;Corps thermostatique 808 éq 15 * 21;COMAP;un;13,75;9,82;;;;;;;
501106;brossette;ROBINETTERIE RADIATEURS;;Corps thermostatique 908 éq inv 12;COMAP;un;14,08;10,06;;;;;;;
501107;brossette;ROBINETTERIE RADIATEURS;;Corps thermostatique 908 éq inv 15;COMAP;un;15,06;10,76;;;;;;;
501108;brossette;ROBINETTERIE RADIATEURS;;Coude réglage mémoire 3428 12 * 17;COMAP;un;7,34;5,24;;;;;;;
501109;brossette;ROBINETTERIE RADIATEURS;;Coude réglage mémoire 3428 15 * 21;COMAP;un;8,81;6,29;;;;;;;
501110;brossette;ROBINETTERIE RADIATEURS;;Robinet simple réglage 418 U éq 12 * 17;COMAP;un;11,59;8,28;;;;;;;
501111;brossette;ROBINETTERIE RADIATEURS;;Robinet simple réglage 418 U éq 15 * 21;COMAP;un;12,52;8,94;;;;;;;
501112;brossette;ROBINETTERIE RADIATEURS;;Tête thermostatique alliance ;ALLIANCE;un;6,78;4,84;;;;;;;
501113;brossette;ROBINETTERIE RADIATEURS;;Tête manuelle;ALLIANCE;un;1,44;1,03;;;;;;;
501114;brossette;ROBINETTERIE RADIATEURS;;Robinet thermostatisable drt M 22-15*21;ALLIANCE;un;7,94;5,67;;;;;;;
501115;brossette;ROBINETTERIE RADIATEURS;;Robinet thermostatisable drt 15*21;ALLIANCE;un;8,69;6,21;;;;;;;
501116;brossette;ROBINETTERIE RADIATEURS;;Robinet thermostatisable drt 12*17;ALLIANCE;un;7,81;5,58;;;;;;;
501117;brossette;ROBINETTERIE RADIATEURS;;Robinet thermostatisable eq M 22-15*21;ALLIANCE;un;7,24;5,17;;;;;;;
501118;brossette;ROBINETTERIE RADIATEURS;;Robinet thermostatisable eq 15*21;ALLIANCE;un;7,49;5,35;;;;;;;
501119;brossette;ROBINETTERIE RADIATEURS;;Robinet thermostatisable eq 12*17;ALLIANCE;un;7,36;5,26;;;;;;;
501120;brossette;ROBINETTERIE RADIATEURS;;Robinet thermostatisable eq inv M 22-15*21;ALLIANCE;un;8,06;5,76;;;;;;;
501121;brossette;ROBINETTERIE RADIATEURS;;Robinet thermostatisable eq inv 15*21;ALLIANCE;un;9,76;6,97;;;;;;;
501122;brossette;ROBINETTERIE RADIATEURS;;Robinet manuel drt 15*21;ALLIANCE;un;4,17;2,98;;;;;;;
501123;brossette;ROBINETTERIE RADIATEURS;;Robinet manuel drt 12*17;ALLIANCE;un;4,55;3,25;;;;;;;
501124;brossette;ROBINETTERIE RADIATEURS;;Robinet manuel eq 15*21;ALLIANCE;un;4,42;3,16;;;;;;;
501125;brossette;ROBINETTERIE RADIATEURS;;Robinet manuel eq 12*17;ALLIANCE;un;4,17;2,98;;;;;;;
501126;brossette;ROBINETTERIE RADIATEURS;;Coude de réglage M 22- 15*21;ALLIANCE;un;5,52;3,94;;;;;;;
501127;brossette;ROBINETTERIE RADIATEURS;;Coude de réglage 15*21;ALLIANCE;un;3,23;2,31;;;;;;;
501128;brossette;ROBINETTERIE RADIATEURS;;Coude de réglage 12*17;ALLIANCE;un;3,23;2,31;;;;;;;
501129;brossette;ROBINETTERIE RADIATEURS;;Té de réglage M 22- 15*21;ALLIANCE;un;5,99;4,28;;;;;;;
501130;brossette;ROBINETTERIE RADIATEURS;;Té de réglage 15*21;ALLIANCE;un;3,49;2,49;;;;;;;
501131;brossette;ROBINETTERIE RADIATEURS;;Té de réglage 12*17;ALLIANCE;un;3,42;2,44;;;;;;;
;;;;;;;;;;;;;;;
