ID;FOURNISSEUR;FAMILLE;REFERENCE;DESIGNATION;MARQUE;prix au;PRIX DE BASE;PRIX NET;;;;
71880;CDL;GENIE CLIMATIQUE;14885;CASSETTE DE PROGRAMATION;TRESCO ;UN;58;40,00;;;;
71881;CDL;GENIE CLIMATIQUE;65100;CHAUFFE EAU THERMODYNAMIQUE TANEO 285 L;TRESCO ;UN;2871;1 980,00;;;;
71882;CDL;GENIE CLIMATIQUE;14855;PROGRAMMATEUR RDC- E PAR COURANT PORTEUR;TRESCO ;UN;130;89,41;;;;
71883;CDL;GENIE CLIMATIQUE;14865;PROGRAMMATEUR SOLO  12PROG  PRE DETERMINES+ TRANCHE 1/2 H;TRESCO ;UN;162;112,04;;;;
71884;CDL;GENIE CLIMATIQUE;14850;PROGRAMMATEUR ZDC-E  PAR FIL PILOTE 4 ORDRES;TRESCO ;UN;66;45,26;;;;
71885;CDL;GENIE CLIMATIQUE;24055;RADIATEUR A INERTIE  BELIS R5 D 07  DOUBLE  700W;TRESCO ;UN;327;225,58;;;;
71886;CDL;GENIE CLIMATIQUE;24095;RADIATEUR A INERTIE  BELIS R5 D 10 B  DOUBLE 1000W;TRESCO ;UN;357;246,28;;;;
71887;CDL;GENIE CLIMATIQUE;24080;RADIATEUR A INERTIE  BELIS R5 D 14 B  DOUBLE 1400W;TRESCO ;UN;420;289,87;;;;
71888;CDL;GENIE CLIMATIQUE;24085;RADIATEUR A INERTIE  BELIS R5 D 17 B  DOUBLE 1750W;TRESCO ;UN;487;335,65;;;;
71889;CDL;GENIE CLIMATIQUE;24090;RADIATEUR A INERTIE  BELIS R5 D 20 B  DOUBLE  2000W;TRESCO ;UN;515;355,26;;;;
71890;CDL;GENIE CLIMATIQUE;24010;RADIATEUR A INERTIE  BELIS R5 S 05    500W;TRESCO ;UN;241;166,19;;;;
71891;CDL;GENIE CLIMATIQUE;24030;RADIATEUR A INERTIE  BELIS R5 S 07 B    750W;TRESCO ;UN;262;180,90;;;;
71892;CDL;GENIE CLIMATIQUE;24035;RADIATEUR A INERTIE  BELIS R5 S 10 B    1000W;TRESCO ;UN;288;198,33;;;;
71893;CDL;GENIE CLIMATIQUE;24040;RADIATEUR A INERTIE  BELIS R5 S 12 B    1250W;TRESCO ;UN;321;221,42;;;;
71894;CDL;GENIE CLIMATIQUE;21110;RADIATEUR CHALEUR DOUCE MEDINA  1000W;TRESCO ;UN;462;318,81;;;;
71895;CDL;GENIE CLIMATIQUE;21115;RADIATEUR CHALEUR DOUCE MEDINA  1500W;TRESCO ;UN;610;420,56;;;;
71896;CDL;GENIE CLIMATIQUE;21120;RADIATEUR CHALEUR DOUCE MEDINA  2000W;TRESCO ;UN;695;479,57;;;;
71897;CDL;GENIE CLIMATIQUE;21105;RADIATEUR CHALEUR DOUCE MEDINA  750W;TRESCO ;UN;411;283,17;;;;
71898;CDL;GENIE CLIMATIQUE;21010;RADIATEUR CHALEUR DOUCE RIAD  1000W;TRESCO ;UN;341;235,38;;;;
71899;CDL;GENIE CLIMATIQUE;21015;RADIATEUR CHALEUR DOUCE RIAD  1500W;TRESCO ;UN;382;263,17;;;;
71900;CDL;GENIE CLIMATIQUE;21020;RADIATEUR CHALEUR DOUCE RIAD  2000W;TRESCO ;UN;480;331,20;;;;
71901;CDL;GENIE CLIMATIQUE;21005;RADIATEUR CHALEUR DOUCE RIAD  750W;TRESCO ;UN;302;208,24;;;;
71902;CDL;GENIE CLIMATIQUE;22105;RADIATEUR FLUIDE CALOPORTEUR  BRASILIO  750W;TRESCO ;UN;359;247,60;;;;
71903;CDL;GENIE CLIMATIQUE;22110;RADIATEUR FLUIDE CALOPORTEUR  BRASILIO 1000W;TRESCO ;UN;397;273,49;;;;
71904;CDL;GENIE CLIMATIQUE;22115;RADIATEUR FLUIDE CALOPORTEUR  BRASILIO 1250W;TRESCO ;UN;455;313,57;;;;
71905;CDL;GENIE CLIMATIQUE;22120;RADIATEUR FLUIDE CALOPORTEUR  BRASILIO 1500W;TRESCO ;UN;493;339,95;;;;
71906;CDL;GENIE CLIMATIQUE;22125;RADIATEUR FLUIDE CALOPORTEUR  BRASILIO 1800W;TRESCO ;UN;559;385,63;;;;
71907;CDL;GENIE CLIMATIQUE;23305;RADIATEUR PONCHO ST 4 ORDRES  500W;TRESCO ;UN;54;37,13;;;;
71908;CDL;GENIE CLIMATIQUE;23310;RADIATEUR PONCHO ST 4 ORDRES  750W;TRESCO ;UN;55;37,61;;;;
71909;CDL;GENIE CLIMATIQUE;23315;RADIATEUR PONCHO ST 4 ORDRES 1000W;TRESCO ;UN;56;38,34;;;;
71910;CDL;GENIE CLIMATIQUE;23320;RADIATEUR PONCHO ST 4 ORDRES 1250W;TRESCO ;UN;61;42,21;;;;
71911;CDL;GENIE CLIMATIQUE;23325;RADIATEUR PONCHO ST 4 ORDRES 1500W;TRESCO ;UN;64;44,26;;;;
71912;CDL;GENIE CLIMATIQUE;23330;RADIATEUR PONCHO ST 4 ORDRES 1750W;TRESCO ;UN;71;48,72;;;;
71913;CDL;GENIE CLIMATIQUE;23335;RADIATEUR PONCHO ST 4 ORDRES 2000W;TRESCO ;UN;76;52,67;;;;
71914;CDL;GENIE CLIMATIQUE;23700;RADIATEUR PONCHO ST 6 ORDRES  500W;TRESCO ;UN;58;40,22;;;;
71915;CDL;GENIE CLIMATIQUE;23705;RADIATEUR PONCHO ST 6 ORDRES  750W;TRESCO ;UN;59;40,76;;;;
71916;CDL;GENIE CLIMATIQUE;23710;RADIATEUR PONCHO ST 6 ORDRES 1000W;TRESCO ;UN;60;41,30;;;;
71917;CDL;GENIE CLIMATIQUE;23715;RADIATEUR PONCHO ST 6 ORDRES 1250W;TRESCO ;UN;65;45,11;;;;
71918;CDL;GENIE CLIMATIQUE;23720;RADIATEUR PONCHO ST 6 ORDRES 1500W;TRESCO ;UN;70;48,37;;;;
71919;CDL;GENIE CLIMATIQUE;23725;RADIATEUR PONCHO ST 6 ORDRES 1750W;TRESCO ;UN;77;53,26;;;;
71920;CDL;GENIE CLIMATIQUE;23730;RADIATEUR PONCHO ST 6 ORDRES 2000W;TRESCO ;UN;80;54,90;;;;
71921;CDL;GENIE CLIMATIQUE;26245;RADIATEUR SECHE-SERVIETTES  HABANA  500W;TRESCO ;UN;196;135,00;;;;
71922;CDL;GENIE CLIMATIQUE;26250;RADIATEUR SECHE-SERVIETTES  HABANA  750W;TRESCO ;UN;212;146,00;;;;
71923;CDL;GENIE CLIMATIQUE;26255;RADIATEUR SECHE-SERVIETTES  HABANA 1000W;TRESCO ;UN;276;190,00;;;;
71924;CDL;GENIE CLIMATIQUE;52485;THERMOSTAT TRESCO 6 ORDRES  TH 301D;TRESCO ;UN;55;37,79;;;;
71925;CDL;GENIE CLIMATIQUE;13400;RADIATEUR RAYONNANT HORIZON 750W BLC;TRESCO;UN;173;119,51;;;;
71926;CDL;GENIE CLIMATIQUE;13405;RADIATEUR RAYONNANT HORIZON 1000W BLC;TRESCO;UN;175;120,94;;;;
71927;CDL;GENIE CLIMATIQUE;13410;RADIATEUR RAYONNANT HORIZON 1250W BLC;TRESCO;UN;187;129,24;;;;
71928;CDL;GENIE CLIMATIQUE;13415;RADIATEUR RAYONNANT HORIZON 1500W BLC;TRESCO;UN;207;142,50;;;;
71929;CDL;GENIE CLIMATIQUE;13420;RADIATEUR RAYONNANT HORIZON 2000W BLC;TRESCO;UN;240;165,70;;;;
71930;CDL;GENIE CLIMATIQUE;403603;AERATEUR KIT SILENT 100 CHZ-12V;UNELVENT ;UN;175;122,76;;;;
71931;CDL;GENIE CLIMATIQUE;403602;AERATEUR KIT SILENT 100 CZ-12V;UNELVENT ;UN;120;84,63;;;;
71932;CDL;GENIE CLIMATIQUE;403400;AERATEUR SILENT 100 CDZ;UNELVENT ;UN;114;80,45;;;;
71933;CDL;GENIE CLIMATIQUE;400006;AERATEUR SILENT 200 CHZ;UNELVENT ;UN;131;92,07;;;;
71934;CDL;GENIE CLIMATIQUE;400004;AERATEUR SILENT 200 CZ;UNELVENT ;UN;89;62,31;;;;
71935;CDL;GENIE CLIMATIQUE;857589;BOUCHE BOAC  80 MANCHETTE COUDEE;UNELVENT ;UN;15;8,96;;;;
71936;CDL;GENIE CLIMATIQUE;857590;BOUCHE BOAC 125 MANCHETTE COUDEE;UNELVENT ;UN;31;19,13;;;;
71937;CDL;GENIE CLIMATIQUE;857587;BOUCHE BOAE  80  MANCHETTE LONGUE;UNELVENT ;UN;10;6,08;;;;
71938;CDL;GENIE CLIMATIQUE;857588;BOUCHE BOAE 125  MANCHETTE LONGUE;UNELVENT ;UN;12;7,65;;;;
71939;CDL;GENIE CLIMATIQUE;857583;BOUCHE BOAP  80 MANCHETTE PLACO PLATRE;UNELVENT ;UN;8;3,74;;;;
71940;CDL;GENIE CLIMATIQUE;857584;BOUCHE BOAP 125 MANCHETTE PLACO PLATRE;UNELVENT ;UN;11;5,19;;;;
71941;CDL;GENIE CLIMATIQUE;850561;BOUCHE METALLIQUE REGLABLE  BEM 125;UNELVENT ;UN;23;14,31;;;;
71942;CDL;GENIE CLIMATIQUE;850018;BOUCHE METALLIQUE REGLABLE  BEM 160;UNELVENT ;UN;30;18,36;;;;
71943;CDL;GENIE CLIMATIQUE;850019;BOUCHE METALLIQUE REGLABLE  BEM 200;UNELVENT ;UN;37;24,23;;;;
71944;CDL;GENIE CLIMATIQUE;604581;BOUCHE SANITAIRE COMPLEMENTAIRE T1-4 SDB HYGRO LE KIT ( 1 REGISTRE+1 HYGROSTAT+1 BOAP80);UNELVENT ;UN;76;46,80;;;;
71945;CDL;GENIE CLIMATIQUE;247382;CAISSON D'EXTRACTION 100 A 200 M3 CATB 005;UNELVENT ;UN;377;228,53;;;;
71946;CDL;GENIE CLIMATIQUE;243275;CAISSON D'EXTRACTION 100 A 500 M3 CATB 005   ISOLE;UNELVENT ;UN;445;259,88;;;;
71947;CDL;GENIE CLIMATIQUE;243278;CAISSON D'EXTRACTION 200 A 900 M3 CATB 002   ISOLE;UNELVENT ;UN;509;297,41;;;;
71948;CDL;GENIE CLIMATIQUE;247383;CAISSON D'EXTRACTION 200 A 900 M3 CATB 009;UNELVENT ;UN;449;272,25;;;;
71949;CDL;GENIE CLIMATIQUE;246576;CAISSON D'EXTRACTION 50 A 200 M3 CATB 002;UNELVENT ;UN;288;165,41;;;;
71950;CDL;GENIE CLIMATIQUE;246577;CAISSON D'EXTRACTION 50 A 200 M3 CATB 002     ISOLE;UNELVENT ;UN;316;199,24;;;;
71951;CDL;GENIE CLIMATIQUE;850174;ENTREE D'AIR EC 15B  15M3/H EC BLANC;UNELVENT ;UN;4;2,01;;;;
71952;CDL;GENIE CLIMATIQUE;850176;ENTREE D'AIR EC 30B  30M3/H EC BLANC;UNELVENT ;UN;6;3,75;;;;
71953;CDL;GENIE CLIMATIQUE;858889;ENTREE D'AIR EC -HY 7/40  BLANC;UNELVENT ;UN;28;17,91;;;;
71954;CDL;GENIE CLIMATIQUE;853282;ENTREE D'AIR ECA -HY 7/40   ACOUSTIQUE BLANC;UNELVENT ;UN;39;19,40;;;;
71955;CDL;GENIE CLIMATIQUE;856504;ENTREE D'AIR KIT RENOVATION BLANC EAAM 30 M3;UNELVENT ;UN;3;2,01;;;;
71956;CDL;GENIE CLIMATIQUE;250454;EXTRACTEUR DE CONDUIT TD 160/100 N   IN-LINE;UNELVENT ;UN;104;73,47;;;;
71957;CDL;GENIE CLIMATIQUE;250777;EXTRACTEUR DE CONDUIT TD 250/100   IN-LINE;UNELVENT ;UN;139;97,65;;;;
71958;CDL;GENIE CLIMATIQUE;250455;EXTRACTEUR DE CONDUIT TD 350/100  IN-LINE;UNELVENT ;UN;172;120,44;;;;
71959;CDL;GENIE CLIMATIQUE;250456;EXTRACTEUR DE CONDUIT TD 500/150 IN-LINE;UNELVENT ;UN;227;159,50;;;;
71960;CDL;GENIE CLIMATIQUE;250458;EXTRACTEUR DE CONDUIT TD 500/160  IN-LINE;UNELVENT ;UN;235;165,08;;;;
71961;CDL;GENIE CLIMATIQUE;813894;GAINE VENTILATION PVC ISOLEE   Ø  60  LES 6 ML;UNELVENT ;UN;33;12,18;;;;
71962;CDL;GENIE CLIMATIQUE;813881;GAINE VENTILATION PVC ISOLEE   Ø  80  LES 6 ML;UNELVENT ;UN;38;11,83;;;;
71963;CDL;GENIE CLIMATIQUE;813883;GAINE VENTILATION PVC ISOLEE   Ø 125   LES 6 ML;UNELVENT ;UN;50;15,44;;;;
71964;CDL;GENIE CLIMATIQUE;813884;GAINE VENTILATION PVC ISOLEE   Ø 150   LES 6 ML;UNELVENT ;UN;63;21,16;;;;
71965;CDL;GENIE CLIMATIQUE;810197;GAINE VENTILATION PVC Ø 100 LES 6ML;UNELVENT ;UN;13;4,98;;;;
71966;CDL;GENIE CLIMATIQUE;810199;GAINE VENTILATION PVC Ø 150 LES 6 ML;UNELVENT ;UN;19;6,72;;;;
71967;CDL;GENIE CLIMATIQUE;818226;GAINE VENTILATION PVC RECTANGULAIRE GR 100 X 40 LES 6 ML;UNELVENT ;UN;36;14,47;;;;
71968;CDL;GENIE CLIMATIQUE;818227;GAINE VENTILATION PVC RECTANGULAIRE GR 135 X 70 LES 6 ML;UNELVENT ;UN;49;20,33;;;;
71969;CDL;GENIE CLIMATIQUE;817701;GAINE VENTILATION PVC SOUPLE Ø  80 LES 18 ML;UNELVENT ;UN;45;11,30;;;;
71970;CDL;GENIE CLIMATIQUE;817702;GAINE VENTILATION PVC SOUPLE Ø 125  LES 18 ML;UNELVENT ;UN;60;16,58;;;;
71971;CDL;GENIE CLIMATIQUE;813895;GAINE VENTILATION PVC TOILEE Ø  60 GPX 60 LES 6 ML;UNELVENT ;UN;21;15,48;;;;
71972;CDL;GENIE CLIMATIQUE;813887;GAINE VENTILATION PVC TOILEE Ø  80 GPX 80 LES 6 ML;UNELVENT ;UN;25;7,43;;;;
71973;CDL;GENIE CLIMATIQUE;813888;GAINE VENTILATION PVC TOILEE Ø 100 GPX 100 LES 6 ML;UNELVENT ;UN;31;11,08;;;;
71974;CDL;GENIE CLIMATIQUE;813890;GAINE VENTILATION PVC TOILEE Ø 125 GPX 125 LES 6 ML;UNELVENT ;UN;37;10,70;;;;
71975;CDL;GENIE CLIMATIQUE;813891;GAINE VENTILATION PVC TOILEE Ø 150 GPX 150 LES 6 ML;UNELVENT ;UN;42;14,09;;;;
71976;CDL;GENIE CLIMATIQUE;892000;MANCHETTE COUDEE MC  80;UNELVENT ;UN;11;7,53;;;;
71977;CDL;GENIE CLIMATIQUE;897689;SCOTCH VMC EN VINYLE IONG 33M;UNELVENT ;UN;14;9,11;;;;
71978;CDL;GENIE CLIMATIQUE;897671;TUNNEL MPR;UNELVENT ;UN;6;4,25;;;;
71979;CDL;GENIE CLIMATIQUE;600008;VMC DOUBLE FLUX AKOR HR HAUT RENDEMENT LE KIT P 04 MOTEUR BASSE CONSOMMATION;UNELVENT ;UN;2404;1 331,23;;;;
71980;CDL;GENIE CLIMATIQUE;600007;VMC DOUBLE FLUX AKOR HR HAUT RENDEMENT LE KIT P 10 MOTEUR BASSE CONSOMMATION;UNELVENT ;UN;2314;1 281,01;;;;
71981;CDL;GENIE CLIMATIQUE;607044;VMC DOUBLE FLUX AKOR LE KIT T3/7 MOTEUR STANDARD;UNELVENT ;UN;882;506,52;;;;
71982;CDL;GENIE CLIMATIQUE;609300;VMC GROUPE SEUL DOUBLE FLUX AKOR HR FILAIRE HAUT RENDEMENT NU;UNELVENT ;UN;1951;1 099,72;;;;
71983;CDL;GENIE CLIMATIQUE;600003;VMC GROUPE SEUL DOUBLE FLUX AKOR HR RADIO HAUT RENDEMENT NU;UNELVENT ;UN;1954;1 129,01;;;;
71984;CDL;GENIE CLIMATIQUE;607042;VMC GROUPE SEUL DOUBLE FLUX AKOR T3/T7 NU;UNELVENT ;UN;760;436,80;;;;
71985;CDL;GENIE CLIMATIQUE;607001;VMC GROUPE SEUL SIROC 4RN  SIMPLE FLUX;UNELVENT ;UN;95;48,20;;;;
71986;CDL;GENIE CLIMATIQUE;600475;VMC SIMPLE FLUX AUTOREGLABLE RADIOGEM   AVEC BOUCHE A LANGUETTES;UNELVENT ;UN;199;122,85;;;;
71987;CDL;GENIE CLIMATIQUE;607005;VMC SIMPLE FLUX AUTOREGLABLE SIROC 4RK-L  AVEC BOUCHE A LANGUETTES;UNELVENT ;UN;105;48,50;;;;
71988;CDL;GENIE CLIMATIQUE;603202;VMC SIMPLE FLUX HYGROREGLABLE A KIT SIROC T 1/4;UNELVENT ;UN;326;190,58;;;;
71989;CDL;GENIE CLIMATIQUE;601915;VMC SIMPLE FLUX HYGROREGLABLE B KIT HYDRA  ECOWATT  T 3/4-DP A PILES;UNELVENT ;UN;480;246,00;;;;
71990;CDL;GENIE CLIMATIQUE;601916;VMC SIMPLE FLUX HYGROREGLABLE B KIT HYDRA  ECOWATT  T 5/6-DP A PILES;UNELVENT ;UN;480;236,16;;;;
71991;CDL;GENIE CLIMATIQUE;601874;VMC SIMPLE FLUX HYGROREGLABLE B KIT HYDRA T 3/4-DP A PILES;UNELVENT ;UN;384;189,00;;;;
71992;CDL;GENIE CLIMATIQUE;601875;VMC SIMPLE FLUX HYGROREGLABLE B KIT HYDRA T 5/6-DP A PILES;UNELVENT ;UN;384;189,00;;;;
71993;CDL;GENIE CLIMATIQUE;600610;VMC SIMPLE FLUX HYGROREGLABLE B KIT OZEO CC ECOWATT KHB T3/4 P MOTEUR TRES BASSE CONSOMMATION BOUCHES A  PILES+ DETECTION WC;UNELVENT ;UN;494;243,00;;;;
71994;CDL;GENIE CLIMATIQUE;600614;VMC SIMPLE FLUX HYGROREGLABLE B KIT OZEO CC ECOWATT KHB T3/4 P MOTEUR TRES BASSE CONSOMMATION BOUCHES MANUELLES;UNELVENT ;UN;477;234,72;;;;
71995;CDL;GENIE CLIMATIQUE;600611;VMC SIMPLE FLUX HYGROREGLABLE B KIT OZEO CC ECOWATT KHB T5/7 P MOTEUR TRES BASSE CONSOMMATION BOUCHES A PILES + DECTECTION WC;UNELVENT ;UN;494;243,00;;;;
71996;CDL;GENIE CLIMATIQUE;600615;VMC SIMPLE FLUX HYGROREGLABLE B KIT OZEO CC ECOWATT KHB T5/7 P MOTEUR TRES BASSE CONSOMMATION BOUCHES MANUELLES;UNELVENT ;UN;477;234,72;;;;
71997;CDL;GENIE CLIMATIQUE;600710;VMC SIMPLE FLUX HYGROREGLABLE B KIT OZEO KHB T3/4 P MOTEUR BASSE CONSOMMATION BOUCHES A PILES + DETECTION WC;UNELVENT ;UN;395;190,41;;;;
71998;CDL;GENIE CLIMATIQUE;600714;VMC SIMPLE FLUX HYGROREGLABLE B KIT OZEO KHB T3/4 P MOTEUR BASSE CONSOMMATION BOUCHES MANUELLES;UNELVENT ;UN;382;183,98;;;;
71999;CDL;GENIE CLIMATIQUE;600711;VMC SIMPLE FLUX HYGROREGLABLE B KIT OZEO KHB T5/7 P MOTEUR BASSE CONSOMMATION BOUCHES A PILES + DETECTION WC;UNELVENT ;UN;395;190,41;;;;
72000;CDL;GENIE CLIMATIQUE;600715;VMC SIMPLE FLUX HYGROREGLABLE B KIT OZEO KHB T5/7 P MOTEUR BASSE CONSOMMATION BOUCHES MANUELLES;UNELVENT ;UN;382;183,98;;;;
72001;CDL;DIVERS;52550;GROUPE DE SECURITE DROIT STANDARD 20X27 NF SFR;WATTS EUROTHERM;UN;16;8,40;;;;
72002;CDL;DIVERS;24433;RACCORD DIELECTRIQUE MF 20X27  (PACK DE 2);WATTS EUROTHERM;UN;22;12,24;;;;
72003;CDL;DIVERS;92315 NF;SIPHON ENTONNOIR SANS DEFLECTEUR  F 26X34;WATTS EUROTHERM;UN;2;1,24;;;;
;CDL;APPAREILLAGE;WK785B;KALLYSTA  2 TOUCHE   BLANC NEVE;HAGER ;UN;3,10;2,14;;;;
;CDL;APPAREILLAGE;WK796B;KALLYSTA  2TOUCHES POUSSOIR VOLET ROULANT BLANC NEVE;HAGER ;UN;8,50;5,86;;;;
;CDL;APPAREILLAGE;WK795B;KALLYSTA  2TOUCHES VA ET VIENT VOLET ROULANT BLANC NEVE;HAGER ;UN;8,50;5,86;;;;
;CDL;APPAREILLAGE;WK301;KALLYSTA  DOUBLE POUSSOIR  VOLET ROULANT;HAGER ;UN;17,66;12,18;;;;
;CDL;APPAREILLAGE;WK300;KALLYSTA  DOUBLE V & V  VOLET ROULANT;HAGER ;UN;15,15;10,45;;;;
;CDL;APPAREILLAGE;WK730B;KALLYSTA  ENJOLIVEUR PC 2P+T BLANC NEVE;HAGER ;UN;0,77;0,53;;;;
;CDL;APPAREILLAGE;WK751B;KALLYSTA  ENJOLIVEUR PRISE RJ45 BLANC NEVE;HAGER ;UN;2,89;1,99;;;;
;CDL;APPAREILLAGE;WK752B;KALLYSTA  ENJOLIVEUR PRISE RJ45X2 BLANC NEVE;HAGER ;UN;6,97;4,81;;;;
;CDL;APPAREILLAGE;WK750B;KALLYSTA  ENJOLIVEUR PRISE TELEPHONE T BLANC NEVE;HAGER ;UN;1,91;1,32;;;;
;CDL;APPAREILLAGE;WK742B;KALLYSTA  ENJOLIVEUR PRISE TV + FM + SAT BLANC NEVE;HAGER ;UN;3,94;2,72;;;;
;CDL;APPAREILLAGE;WK741B;KALLYSTA  ENJOLIVEUR PRISE TV + FM BLANC NEVE;HAGER ;UN;3,94;2,72;;;;
;CDL;APPAREILLAGE;WK740B;KALLYSTA  ENJOLIVEUR PRISE TV BLANC NEVE;HAGER ;UN;1,55;1,07;;;;
;CDL;APPAREILLAGE;WK798B;KALLYSTA  ENJOLIVEUR VA ET VIENT VMC BLANC NEVE;HAGER ;UN;6,34;4,37;;;;
;CDL;APPAREILLAGE;WK791B;KALLYSTA  ENJOLIVEUR VARIATEUR A POUSSOIR BLANC NEVE;HAGER ;UN;6,15;4,24;;;;
;CDL;APPAREILLAGE;WK790B;KALLYSTA  ENJOLIVEUR VARIATEUR ROTATIF BLANC NEVE;HAGER ;UN;6,15;4,24;;;;
;CDL;APPAREILLAGE;WK401;KALLYSTA  PLAQUE 1 POSTE BLANC NEVE;HAGER ;UN;1,09;0,75;;;;
;CDL;APPAREILLAGE;WK402;KALLYSTA  PLAQUE 2 POSTES HORIZ. BLANC NEVE;HAGER ;UN;3,26;2,25;;;;
;CDL;APPAREILLAGE;WK406;KALLYSTA  PLAQUE 2 POSTES VERT. BLANC NEVE;HAGER ;UN;2,18;1,50;;;;
;CDL;APPAREILLAGE;WK408;KALLYSTA  PLAQUE 2 POSTES VERT. BLANC NEVE ENTRAXE 71;HAGER ;UN;2,18;1,50;;;;
;CDL;APPAREILLAGE;WK403;KALLYSTA  PLAQUE 3 POSTES HORIZ. BLANC NEVE;HAGER ;UN;3,26;2,25;;;;
;CDL;APPAREILLAGE;WK407;KALLYSTA  PLAQUE 3 POSTES VERT. BLANC NEVE;HAGER ;UN;3,26;2,25;;;;
;CDL;APPAREILLAGE;WK409;KALLYSTA  PLAQUE 3 POSTES VERT. BLANC NEVE ENTRAXE 71;HAGER ;UN;3,26;2,25;;;;
;CDL;APPAREILLAGE;WK783B;KALLYSTA  TOUCHE BIPOLAIRE BLANC NEVE;HAGER ;UN;6,34;4,37;;;;
;CDL;APPAREILLAGE;WK780B;KALLYSTA  TOUCHE BLANC NEVE;HAGER ;UN;0,42;0,29;;;;
;CDL;APPAREILLAGE;WK040;KALLYSTA DOUBLE INTERRUPTEUR VA ET VIENT;HAGER ;UN;9,27;6,39;;;;
;CDL;APPAREILLAGE;WK008;KALLYSTA INTERRUPTEUR BIPOLAIRE;HAGER ;UN;11,32;7,81;;;;
;CDL;APPAREILLAGE;WK001;KALLYSTA INTERRUPTEUR VA ET VIENT;HAGER ;UN;5,50;3,79;;;;
;CDL;APPAREILLAGE;WK003;KALLYSTA INTERRUPTEUR VA ET VIENT TEMOIN A/ NEUTRE;HAGER ;UN;10,57;7,29;;;;
;CDL;APPAREILLAGE;WK100;KALLYSTA PC 2P + T 16A 250V SANVIS;HAGER ;UN;4,02;2,77;;;;
;CDL;APPAREILLAGE;WK105;KALLYSTA PC 2P + T 16A A DETROMPEUR SANVIS + ENJOLIVEUR;HAGER ;UN;19,84;13,68;;;;
;CDL;APPAREILLAGE;WK010;KALLYSTA PERMUTATEUR;HAGER ;UN;15,27;10,53;;;;
;CDL;APPAREILLAGE;WK211;KALLYSTA PRISE RJ45 CAT. 5E  UTP;HAGER ;UN;7,09;4,89;;;;
;CDL;APPAREILLAGE;WK212;KALLYSTA PRISE RJ45 X 2  CAT. 5E  UTP;HAGER ;UN;11,38;7,85;;;;
;CDL;APPAREILLAGE;WK200;KALLYSTA PRISE TELEPHONE T;HAGER ;UN;8,22;5,67;;;;
;CDL;APPAREILLAGE;WK256;KALLYSTA PRISE TV + FM + SAT DIRECTE 1 ENTREE;HAGER ;UN;18,14;12,51;;;;
;CDL;APPAREILLAGE;WK253;KALLYSTA PRISE TV + FM DIRECTE;HAGER ;UN;18,20;12,55;;;;
;CDL;APPAREILLAGE;WK250;KALLYSTA PRISE TV DIRECTE;HAGER ;UN;6,39;4,41;;;;
;CDL;APPAREILLAGE;WK064;KALLYSTA VARIATEUR ROTATIF 320VA P/TRANSFO ELECTRON.;HAGER ;UN;41,15;28,38;;;;
;CDL;APPAREILLAGE;WS301;SYSTO DOUBLE POUSSOIR VOLET ROULANT 2M;HAGER ;UN;18,02;12,43;;;;
;CDL;APPAREILLAGE;WS300;SYSTO DOUBLE VA ET VIENT VOLET ROULANT 2M;HAGER ;UN;17,62;12,15;;;;
;CDL;APPAREILLAGE;WS008;SYSTO INTERRUPTEUR BIPOLAIRE 2M  10A;HAGER ;UN;11,61;8,01;;;;
;CDL;APPAREILLAGE;WS013;SYSTO INTERRUPTEUR VA ET VIENT 1M   A VOYANT10A;HAGER ;UN;6,68;4,61;;;;
;CDL;APPAREILLAGE;WS012;SYSTO INTERRUPTEUR VA ET VIENT 1M  10A;HAGER ;UN;4,15;2,86;;;;
;CDL;APPAREILLAGE;WS001;SYSTO INTERRUPTEUR VA ET VIENT 2M  10A;HAGER ;UN;4,64;3,20;;;;
;CDL;APPAREILLAGE;WS002;SYSTO INTERRUPTEUR VA ET VIENT 2M  A VOYANT 10A;HAGER ;UN;7,21;4,97;;;;
;CDL;APPAREILLAGE;WS048;SYSTO INTERRUPTEUR VA ET VIENT VMC 10A;HAGER ;UN;6,97;4,81;;;;
;CDL;APPAREILLAGE;WS105;SYSTO PC 2P + T 16A 250V A DETROMPAGE SANVIS;HAGER ;UN;8,22;5,67;;;;
;CDL;APPAREILLAGE;WS100;SYSTO PC 2P + T 16A 250V SANVIS;HAGER ;UN;3,54;2,44;;;;
;CDL;APPAREILLAGE;WS010;SYSTO PERMUTATEUR  2M  10A;HAGER ;UN;17,31;11,94;;;;
;CDL;APPAREILLAGE;WS401;SYSTO PLAQUE 2M BLANCHE;HAGER ;UN;1,19;0,82;;;;
;CDL;APPAREILLAGE;WS402;SYSTO PLAQUE DOUBLE HORIZ 2 X 2M BLANCHE;HAGER ;UN;3,35;2,31;;;;
;CDL;APPAREILLAGE;WS406;SYSTO PLAQUE DOUBLE VERT. 2 X 2M BLANCHE;HAGER ;UN;2,87;1,98;;;;
;CDL;APPAREILLAGE;WS408;SYSTO PLAQUE DOUBLE VERT. 2 X 2M BLANCHE ENTRAXE 71;HAGER ;UN;2,78;1,92;;;;
;CDL;APPAREILLAGE;WS403;SYSTO PLAQUE TRIPLE HORIZ 3 X 2M BLANCHE;HAGER ;UN;4,83;3,33;;;;
;CDL;APPAREILLAGE;WS407;SYSTO PLAQUE TRIPLE VERT. 3 X 2M BLANCHE;HAGER ;UN;4,29;2,96;;;;
